id,name,description,genre,tag,spec_min,spec_rec,steam_link,eval
363,Construction Simulator,"건설 시뮬레이터가 더욱 거대하고 멋진 모습으로 돌아왔습니다! 깜짝 놀랄 만한 거대한 차량과 함께 작업에 착수하세요. 건설 시뮬레이터 시리즈에서 이미 익숙한 Caterpillar, CASE, BELL 브랜드뿐만 아니라, DAF와 Doosan 등의 새로운 라이선스 장비가 추가되었습니다. 80가지 이상의 장비를 만나보세요.미국과 독일의 풍경에서 영감을 받아 제작한 2개의 지도에서 마음껏 건설하세요.2개 지도 모두에서 90개 이상의 흥미진진한 태스크를 완료할 수 있습니다. 항상 새로운 탐험이 가능하단 의미죠!각 지도에는 건설 회사의 주인이 될 수 있는 고유한 캠페인이 마련되어 있습니다. 멘토인 헤이프의 도움을 받아 바닥에서부터 시작해, 점점 더 크고 흥미로운 작업을 맡으며 회사를 성장시키고 장비를 확충해 나갈 수 있죠. 도전 정신을 자극하는 다양한 고객들도 만나게 됩니다. 더 많은 관광객을 유치하기 위한 항만 구역 개조에서부터 북적거리는 도심 개선까지, 이러한 작업을 완료하려면 모든 기술을 발휘해야 하죠.독일 남서부의 목가적인 도시에서 영감을 받아 제작한 유럽 지도에서는 완만한 언덕과 아름다운 강변을 보실 수 있습니다. 프라이덴베르그에서 당신의 임무는 캠페인 동안 재생 에너지를 위한 솔루션을 설계하고 도시의 인프라를 개선하는 일을 돕는 것입니다. 이러한 대형 작업뿐만 아니라, 획득한 장비를 테스트하기 위한 각종 태스크도 수행할 수 있죠. 도시를 이동하며 자신이 이룬 성취에 자부심을 가져보세요!프랜차이즈의 이전 작품을 통해 플레이어에게 친숙한 브랜드와 장비도 등장합니다. 다음과 같은 공식 라이선스 파트너가 개선된 외관과 함께 기존 장비와 새로운 장비를 제공합니다. Atlas, BELL, Bobcat, Bomag, CASE, Caterpillar©, Kenworth, Liebherr, MAN, Mack Trucks, Meiller-Kipper, Palfinger, Still, Wirtgen Group.알려진 라이선스 파트너 외에, 플레이어는 다음과 같은 새로운 라이선스 파트너의 장비도 이용하실 수 있습니다. Benninghoven of the Wirtgen Group, Cifa, DAF, Doosan, Nooteboom, Scania, Schwing Stetter, Wacker Neuson. 새로운 라이선스 파트너 Engelbert Strauss를 통해 플레이어 캐릭터에게 공식 라이선스 개인 보호 장비를 착용시킬 수 있습니다.이러한 라이선스 파트너 소유의 80개 이상의 장비는 모두 실제 모습을 충실하게 재현할 예정입니다. 자신만의 건설 제국을 성장 시켜 나갈 뿐만 아니라, 함께할 친구를 최대 3명 초대할 수 있습니다. 힘을 모아 건설하며 더 효율적으로 계약을 완료해보세요!특징:80개 이상의 장비, 차량, 트럭, 부가 장치개인정보 보호정책은 화면 오른쪽의 EULA 링크에서도 찾아볼 수 있습니다.","캐주얼,시뮬레이션","멀티플레이어,온라인협동,릴랙싱,건설,오픈월드,현실적,교육,몰입형시뮬레이션,운전,교통수단,물리,자동차시뮬레이션,1인칭,3인칭,전체이용가,도시건설,여주인공,싱글플레이어","운영체제: Windows 10
 프로세서: Intel Core i5-4460 3.2 GHz or AMD FX-8350 Eight-Core or comparable
 메모리: 8 GB RAM
 그래픽: Nvidia GTX 960 (4GB) or AMD Radeon Pro 570 (4GB) or comparable
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 저장공간: 10 GB 사용 가능 공간","운영체제: Windows 10
 프로세서: Intel i5-10400F or AMD Ryzen 5 2600 or comparable
 메모리: 16 GB RAM
 그래픽: Nvidia GeForce GTX 1660 (6GB) or AMD Radeon RX5700 (8GB) or comparable
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 저장공간: 10 GB 사용 가능 공간
 추가 사항: SSD Hard Drive Recommended",https://store.steampowered.com/app/1273400/Construction_Simulator/,"매우 긍정적 (평가 4,696 개)"
364,ALTF4,ALTF4?게임 방법은 간단합니다!!어설픈 기사가 되어 트랩을 극복하세요!!하지만 그곳에 가는 방법은 간단하지 않을 것입니다.여러분은 다양한 함정과 짜증나는 지형을 이겨낼 수 있을까요?컨트롤을 시험 해보세요!우리 게임은 저장이 지원되지 않습니다!!신나는 배경 음악과 성가신 함정으로 가득합니다!죽고 나면 더 잘할 수 있을 것 같은 기분이 들잖아요?다양한 함정은 당신들을 계속해서 죽음으로 몰아갈것입니다!그 함정들을 극복하고 클리어 햇을때 느껴질 짜릿함을 생각해보세요!한번 클리어 한 뒤에는 처음부터 끝까지 한 번에 성공하기 위해서 도전해보세요!ALTF42 Early Access Open!!,"액션,어드벤처,인디","싱글플레이어,러너,3D,물리,생존,3D플랫폼,중세,3인칭,플랫폼,캐주얼,로그라이크,아케이드,액션로그라이크,탐험,만화같은,다채로운,미스터리,심리적공포","운영체제: Windows 7 SP1 with Platform Update for Windows 7
 프로세서: Intel i5-2550K
 3.4 GHz
 메모리: 4 GB RAM
 그래픽: GeForce GTX 670 | Radeon HD 7950
 DirectX: 버전 11
 저장공간: 2 GB 사용 가능 공간","운영체제: Windows 10 version 14393.102 or higher
 프로세서: Intel Core i7-3770
 3.4 GHz
 메모리: 16 GB RAM
 그래픽: GeForce GTX 970 or GeForce GTX 1060 | Radeon R9 290X or Radeon RX 480
 저장공간: 2 GB 사용 가능 공간",https://store.steampowered.com/app/1137460/ALTF4/,"매우 긍정적 (평가 8,793 개)"
365,Moonlighter,"타이틀이 출시된 이후부터 Moonlighter는 엄청난 양의 신규 콘텐츠를 업데이트해왔습니다. 키 바인딩 개선, 버그 수정 및 밸런스 수정 등과 같이 사소한 변경 사항부터 개발팀이 로드맵에서 약속했던 거대한 혁신까지, 최신 버전의 Moonlighter는 기존 및 신규 플레이어 모두를 위해 대세를 바꿔놓을 개선 사항들로 독창적인 경험을 선사할 것입니다.신규 무기, 방어구, 장신구 및 부적으로 새로운 미니 보스들을 정면으로 부딪치세요. 9명의 용감한 동료와 함께 100개의 새로운 방 패턴을 돌아다니며 더 많은 전설과 이야기를 밝혀내세요. 메인 어드벤처를 완료하고 추가 챌린지와 옵션이 가득한 신규 게임+ 모드도 잠금 해제하세요.아주 오래전 고고학 발굴 중 다수의 문이 발견되었습니다. 사람들은 문이 다른 영토와 차원으로 통하는 고대의 통로이며 용감하고 대담한 모험가는 대단한 보물을 얻을 수 있다는 사실을 빠르게 알아차렸습니다. 작은 상업 마을 리노카가 발굴 현장 근처에 세워졌고 모험가들에게 안식처와 힘겹게 얻은 보물을 판매할 장소를 제공했습니다.문라이터는 영웅이 되길 원하는 모험심 넘치는 상인 윌의 일상을 체험하는 로그라이트 액션 알피지 게임입니다.리노카 마을에서 상점을 운영하면서 아이템 판매, 판매 가격 책정, 골드 관리, 조수 고용 및 상점 업그레이드를 할 수 있습니다. 조심하십시오. 수상한 사람이 당신의 물건을 훔칠 수도 있습니다!다양한 적과 보스를 무찌르며 도전과 심도 깊은 전투 기술을 즐기십시오. 무기 숙달, 완벽한 타이밍, 신중한 위치 선정, 적과 환경에 대한 이해는 생존하기 위해 필수입니다. 적과 싸우는 방법은 당신에게 달려있습니다.작은 상업 마을을 복구하면서 이웃에 대해 알아가십시오. 새로운 사업체의 설립을 도우며 리노카의 좋은 이웃으로 성장하는 모습을 지켜보십시오.제작과 마법부여 시스템을 이해하는 것은 게임 진행에 필수적입니다. 마을 주민과 상호작용하며 새로운 갑옷과 무기를 제작하고 장비에 마법을 부여하십시오. 이런 방식을 통해 장비를 유연하게 사용하거나 사용 방법을 추가할 수도 있습니다.다른 세상의 관문을 통해 기이한 세상에 접근하고 외래 문명의 귀한 물건을 수집하십시오: 자원, 무기, 갑옷 및 기이한 유물들. 하지만 모든 것을 얻을 수는 없습니다. 고유의 인벤토리 시스템을 현명하게 사용하여 최대한의 이익을 보십시오.가장 위험한 역경을 헤쳐나가는 동안 9명의 동료가 당신을 기꺼이 도와줄 것입니다. 각 동료는 적들에게 피해를 입히거나, 당신의 체력을 회복시키거나, 아이템을 구해다 주거나, 상자를 추가로 열어주는 등 다양한 메커니즘을 지니고 있습니다!","액션,어드벤처,인디","핵앤슬래시,픽셀그래픽,로그라이트,던전크롤러,액션로그라이크,로그라이크,RPG,캐릭터액션게임,액션RPG,절차적생성,경영,컨트롤러,탐험,싱글플레이어,시뮬레이션,탑다운,판타지,2D","운영체제: Windows 7
 프로세서: Intel(R) Core(TM)2 Quad 2.7 Ghz
 AMD Phenom(TM)II X4 3 Ghz
 메모리: 4 GB RAM
 그래픽: GeForce GTX 260
 Radeon HD 5770
 1024 MB
 Shader Model 3.0
 저장공간: 4 GB 사용 가능 공간
 사운드카드: DirectX compatible","운영체제: Windows 10
 프로세서: Intel(R) Core(TM) i5
 메모리: 8 GB RAM
 그래픽: GeForce GTX 660
 저장공간: 4 GB 사용 가능 공간
 사운드카드: DirectX compatible",https://store.steampowered.com/app/606150/Moonlighter/,"매우 긍정적 (평가 12,336 개)"
366,No Umbrellas Allowed,"우산 금지는 2080년 '아직 시티'에서 중고 상점을 운영하는 시뮬레이션 게임입니다.당신에게 아직시티는 물론 낯선 곳일 겁니다. 당신은 지금으로부터 며칠 전 한 해변가에서 의식을 잃은 채 구조됐기 때문이죠. 당신을 구조한 사람은 '달시.' 그는 아직시티에서 하나뿐인 중고상점 '달시스'를 30년째 운영하고 있습니다. 몸은 회복했지만 자기 이름조차 기억하지 못하는 당신에게, 달시는 중고상점 매니저란 직업을 주며 자신의 아들 '밥'으로 살라고 합니다.그런데 이 도시, 살아 볼수록 어딘지 이상합니다. 사람들이 자기 생각이나 감정을 드러내는 법을 잊은 것 같습니다. 아니, 어쩌면 일부러 숨기는 것 같기도 합니다. 또 모두들 좋든 싫든 '픽서강우'라는 것을 과하게 신경 쓰는 듯 보입니다. 게다가 경찰처럼 제복을 갖춰 입고 사람들을 통제하며 때로는 체포까지 해가는 이들이 스스로를 시민활동가라 부르는 이유는 무엇일까요?주요 특징낯선 물건의 진가를 밝혀내세요'달시스'에서는 물건을 사고 파는 일을 동시에 해내야 합니다. 물건을 팔러 온 손님은 절대 모든 사실을 그대로 알려주지 않습니다. 직접 물건 이면에 있는 정보를 찾아내면서 물건의 '진짜 가치'에 맞는 가격을 찾아보세요.당장 아무런 전문 지식이 없어도 괜찮습니다. 물건의 재질과 손상도, 생산된 연도를 포함해 가격에 영향을 미치는 정보를 알려주는 도구들을 이용할 수 있으니까요.도구가 알려준 정보만으로는 부족하다면 노하우북을 활용해보세요. 노하우북에는 아직시티의 역사, 유명인들의 서명, 인기 있는 브랜드와 인기 없는 브랜드를 비롯한 유용한 배경 지식들이 담겨있습니다.이렇게 가게 안에서 열심히 일하는 것만으로도 충분할 수는 있지만, 가게 밖에는 더 좋은 기회들이 있습니다. 이웃 꽃집에서 파는 매력적인 꽃들을 사서 손님들을 유인해보고, 손상도가 심해서 평가절하됐던 물건은 수리점에 맡겨서 가치를 끌어올려 보세요.가게 밖 행인과 이웃이 하는 말에도 귀를 기울이는 것이 좋습니다. 도시를 걸어다니며 사람들이 무슨 얘기를 하는지 집중해보세요. 손님의 만족도를 더욱 끌어올리는 데 활용할 수 있는 단서들이 그 안에 숨어 있을 겁니다.그리고 운이 좋다면 이제껏 잊고 있던 당신의 과거에 대한 힌트, 나아가 이 도시의 미래를 바꿀 수 있는 방법에 관한 힌트가 당신의 귀에 들어 올지도 모릅니다.","인디,시뮬레이션,전략","픽셀그래픽,선택의중요성,싱글플레이어,경영,반이상향,풍부한스토리,2D,복수결말,퍼즐,거래","운영체제: Windows 10
 프로세서: Intel Core i5-5200U
 메모리: 8 GB RAM
 그래픽: Nvidia GTX 960
 DirectX: 버전 11
 저장공간: 1 GB 사용 가능 공간","운영체제: Windows 10
 프로세서: Core i5-9400F
 메모리: 8 GB RAM
 그래픽: Nvidia GTX 1660S
 DirectX: 버전 12
 저장공간: 1 GB 사용 가능 공간",https://store.steampowered.com/app/1301390/No_Umbrellas_Allowed/,"대체로 긍정적 (평가 1,055 개)"
367,Operation Tango,"주요 사항:- 이 게임은 온라인 협동 모드 전용이며 마이크가 필요합니다.- ‘친구 패스’로 친구 누구나가 무료로 여러분과 게임을 할 수 있습니다.- 교차 플랫폼 플레이 가능협동하는 스파이 모험에서 세계를 구하려면 두 명이 필요합니다. 요원이나 해커로 친구와 짝을 이루어 자신의 음성만을 연결하고 함께 협력하여, 첨단 기술을 지닌 세계적으로 위협적인 존재를 물리치세요.무료 콘텐츠 업데이트 - 챌린지 모드에서 새로운 탐험 지역, 새로운 퍼즐 및 새로운 해킹 대상 로봇이 추가됩니다.- 다른 관점에서 스킬 세트를 결합하여 비대칭적인 문제를 극복합니다. 이 미션은 혼자서 완료할 수 없습니다.- 전 세계에서 미션을 수행하며 조사, 해킹, 잠입합니다. 최고의 “할리우드” 스파이 판타지를 즐겨보세요!- 증강 현실을 중심으로 구축된 초연결 세계의 시각적인 화려함과 기술의 발전을 경험해보세요.- 지속적인 의사소통은 진심 어리고 유쾌한 순간을 자아냅니다. 여러분의 목소리를 공유하는 게 전부입니다.- ‘작전’이 있으신 경우: 탱고. 친구 누구나와 무료로 게임하실 수 있습니다. 여러분의 친구가 ‘작전’을 다운로드하기만 하면 됩니다: 친구가 선택한 플랫폼에서 ‘탱고 친구 패스’. 세계를 구하려면 2명을 요하지만 한 명이 지불하시면 됩니다.- 작전: 탱고는 자신과 같은 플랫폼에서 게임을 하지 않는 사람과의 게임이 가능해 실용적입니다.우리 디스코드(Discord) 채널에 가입","어드벤처,캐주얼","온라인협동,협동캠페인,퍼즐,건전함,전체이용가,여주인공,해킹,멀티플레이어,수사관,협동,수사,미래적,사이버펑크,3D,1인칭,양식화된,다채로운,강도","운영체제: Win 7
 프로세서: Quad-core CPU
 메모리: 8 GB RAM
 그래픽: NVIDIA GeForce GTX 1050 or AMD Radeon R9 380
 네트워크: 초고속 인터넷 연결
 저장공간: 3 GB 사용 가능 공간","운영체제: Win 7
 프로세서: Quad-core CPU
 메모리: 8 GB RAM
 그래픽: NVIDIA GeForce GTX 1050 Ti or AMD Radeon RX 570
 네트워크: 초고속 인터넷 연결
 저장공간: 3 GB 사용 가능 공간",https://store.steampowered.com/app/1335790/Operation_Tango/,"매우 긍정적 (평가 4,810 개)"
368,썸썸 편의점,"집안 사정으로 편의점에서 알바를 하게 된 주인공.심심해서 스마트폰을 만지작 거리다 연애 어플 [SOME SOME]을 다운로드 받는다.SOME SOME을 켜자 세 명의 아가씨와 새로운 인연이 시작되는데...주인공 앞에 나타난 순해 보이는 후배 알바생, 외국인 가수 연습생, 뭔가 엉성해 보이는 경호원.당신의 선택은?- 이 게임의 특징1) 편의점에서 알바하면서 연애하는 게임2) 연애 시뮬레이션. 3개의 연애 루트3) 3인의 히로인! 전문 성우의 풀보이스 게임!","어드벤처,캐주얼,인디","연애시뮬레이션,성인,선정적인내용,비주얼노벨,풍부한스토리,애니메이션,시뮬레이션,귀여운,복수결말,2D,싱글플레이어,누드,후방주의,퍼즐,픽셀그래픽,슈팅,헨타이","운영체제: Windows® XP or higher
 프로세서: Intel Pentium 3 or higher
 메모리: 256 MB RAM
 그래픽: 32MB or greater graphics card
 저장공간: 800 MB 사용 가능 공간
 사운드카드: Direct Sound","운영체제: Windows® XP or higher
 프로세서: Intel Core2 Duo or higher
 그래픽: 64MB or greater graphics card
 저장공간: 800 MB 사용 가능 공간
 사운드카드: Direct Sound",https://store.steampowered.com/app/1217390/_/,"압도적으로 긍정적 (평가 2,734 개)"
369,세계수의 미궁3 성해의 방문자 HD REMASTER,"해저로 이어지는 수수께끼의 유적을 답파하라대륙의 먼 남쪽, 바다 건너편에 위치한 해도 아모로드.그곳에는 해저로 이어지는 수수께끼의 유적이 있다고 전해진다.'고대의 위대한 기술로 번성한 거대 국가가,100년 전에 돌연히 바다로 가라앉았다... '이 전설에 마음을 빼앗긴 모험가들이 잇달아 해도의 해저 미궁에 도전했다.그러나, 지금까지 해저 깊숙한 곳까지 답파한 자는 어느 누구도 나타나지 않았다.자, 스스로의 발로 미궁의 수수께끼 유적을 찾아, 부와 명성을 얻기 위해 배를 타고 아모로드로 나아가라.■ '세계수의 미궁'이란?1: 모험가를 자유롭게 작성하여 파티를 만들자원하는 모습의 모험가를 자유롭게 작성하자.너희는 다양한 직업을 선택하여 각각의 스킬을 갖추고 미궁으로 향한다.2: 자신만의 지도를 만들어 미궁을 이동하자미궁에서는 다양한 지형이 모험가를 맞이한다.통과할 수 있는 지름길이나 유용한 채취물의 존재인 보물상자를 지도에 그려 너희만의 지도와 함께 모험을 하자.3: 진로를 가로막는 강적들과 싸우자너희의 모험에는 항상 위험이 따른다.때로는 싸우고, 때로는 도망치면서 미궁을 헤쳐 나가자.F.O.E라고 불리는 강적에게도 주의하자.■본 타이틀에 대하여본 타이틀에서는닌텐도 DS로 발매된 오리지널 판에서HD용으로 그래픽을 강화,UI를 브러시 업했습니다.던전 내 그래픽을 더욱 높은 정밀도로 그렸으며,모험을 장식하는 캐릭터들과 시설,그리고 진로를 가로막는 몬스터의 일러스트를모두 재수록하여 당시의 세계관을 보다 선명하게느낄 수 있는 내용으로 되었습니다.또한, 전투 효과를 브러시 업하여 현장감 있는 전투를 즐길 수 있습니다.","어드벤처,RPG","던전크롤러,JRPG,턴제전투,2D,판타지,3D,싱글플레이어,멀티플레이어,귀여운,유머,애니메이션,파티기반RPG","운영체제: Windows 10
 프로세서: Intel Core i3-540 or AMD Phenom II X3 720
 메모리: 4 GB RAM
 그래픽: NVIDIA GeForce GT 530
 1 GB or AMD Radeon HD 5570
 1 GB or Intel HD Graphics 4400
 DirectX: 버전 11
 저장공간: 3 GB 사용 가능 공간
 추가 사항: No anti-aliasing
 720p @ 60 FPS","운영체제: Windows 10
 프로세서: Intel Core i3-2100 or AMD Phenom II X4 965
 메모리: 4 GB RAM
 그래픽: NVIDIA GeForce GTX 550 Ti
 1 GB or AMD Radeon HD 5770
 1 GB or Intel Iris Xe Graphics
 DirectX: 버전 11
 저장공간: 3 GB 사용 가능 공간
 추가 사항: 4x AA
 1080p @ 60 FPS",https://store.steampowered.com/app/1810820/_3____HD_REMASTER/,매우 긍정적 (평가 178 개)
370,Heavy Rain,"사랑하는 이를 구하기 위해 어디까지 할 수 있을 것인가?셀 수 없는 우여곡절로 가득한 매혹적인 심리 스릴러 극을 체험해 보세요. 미스터리와 서스펜스가 이어지는 나흘의 시간 동안, 범죄 현장에 종이를 접어 만든 섬뜩한 콜링 카드를 남겨 ""종이접기 살인마""로 알려진 범죄자를 잡기 위한 추적이 시작됩니다. 각자의 단서와 동기에 따라 움직이는 네 명의 캐릭터는 살인자가 새로운 희생자를 찾는 걸 막기 위한 필사적인 노력에 참여해야 합니다.여러분이 취하는 모든 결정과 행동이 게임을 변화시키는 극적인 변화를 낳을 수 있으므로 생각은 빠르게, 행동은 더 빠르게 하셔야 합니다 - 그리고 누굴 살릴지... 또 누굴 죽게 할 것인지도 결정해야 합니다.이야기가 어떻게 끝맺을 지는 전적으로 당신에게 달렸습니다.수상 이력에 빛나는 스토리라인 속에서 여러분은 절박하게 실종자를 찾기 위한 단서를 따라가고 있는 네 명의 독특한 캐릭터들을 움직이게 합니다.게임의 관례에 얽매이지 않고 복잡하지 않은 HUD를 통해 여러분께서는 스토리텔링에 몰입할 수 있으며, 게임패드와 키보드/마우스를 사용하는 플레이어를 위한 조작 방법도 제공합니다.이 클래식 타이틀은 4K 해상도 및 60 fps의 프레임레이트를 제공하는 놀라운 비주얼과 함께 PC로 제공됩니다.","액션,어드벤처","선택의중요성,풍부한스토리,복수결말,내레이션,시네마틱,수사관,스릴러,감정적인,수사,쌍방향소설,퀵타임이벤트,다이내믹내레이션,미스터리,싱글플레이어,범죄,선정적인내용,분위기있는,폭력,누드","운영체제: Windows 7 or later (64 bit)
 프로세서: Intel Core i5-4430 @ 3.0 GHz or AMD FX-6300 @ 3.5 GHz
 메모리: 4 GB RAM
 그래픽: Nvidia GeForce GTX 660 with 2GB VRAM or AMD Radeon HD 7870 with 2GB VRAM
 DirectX: 버전 11
 저장공간: 35 GB 사용 가능 공간
 추가 사항: 720p
 30 FPS","운영체제: Windows 7 or later (64 bit)
 프로세서: Intel Core i5-6600K @ 3.5GHz or AMD Ryzen 3 1300X @ 3.4GHz
 메모리: 8 GB RAM
 그래픽: Nvidia GeForce GTX 970 with 4GB VRAM or AMD Radeon R9 390 with 4GB VRAM
 DirectX: 버전 11
 저장공간: 35 GB 사용 가능 공간
 추가 사항: 1080p
 60 FPS",https://store.steampowered.com/app/960910/Heavy_Rain/,"매우 긍정적 (평가 8,212 개)"
371,Styx Shards of Darkness,"Styx returns in a new stealth adventure!Explore and master huge open environments, sneak past or assassinate new enemies and bosses, and experiment with the new array of lethal abilities and weapons in our goblin assassin's arsenal.Sneak your way alone, or with a friend in coop mode! Climb the dizzying Elven city, traverse the perilous territory of the Dwarfs, and survive vast unexplored lands filled with lethal dangers to fulfill your mission… failure to succeed could have huge consequences for your kin.Climb, swing, and hang through multi-layered sandbox environments brought to life with Unreal Engine 4. Creep and hide in the darkest corners, or reach heights to avoid detection. Spend experience points in assassination, infiltration, magic, etc. to learn new skills and abilities. Explore the world to recover valuable artifacts, find ingredients to craft deadly traps and useful items, and create clones of yourself to distract and deceive the many types of enemies on your way - the choice is yours!","액션,어드벤처","싱글플레이어,잠입,분위기있는,풍부한스토리,3인칭,멀티플레이어,퍼즐,폭력,인디,암살,고어,오픈월드,RPG,파쿠르,협동,판타지,다크판타지,블랙유머","운영체제: Windows 7/8/10 (64-bit)
 프로세서: AMD FX-6300 (3
5GHz) / Intel i5-2500 (3
3GHz)
 메모리: 8 GB RAM
 그래픽: 1 GB
 AMD Radeon R7 260X / NVIDIA GeForce GTX 560
 DirectX: 버전 11
 저장공간: 11 GB 사용 가능 공간
 추가 사항: INTERNET CONNECTION REQUIRED FOR THE ONLINE GAME","운영체제: Windows 7 / 8 / 10 (64-bit)
 프로세서: AMD FX-8350 X8 (4
0 GHz)/Intel Core i7-4790 (3
6 GHz)
 메모리: 8 GB RAM
 그래픽: 4 GB
 AMD Radeon R9 390 / NVIDIA GeForce GTX 970
 DirectX: 버전 11
 저장공간: 11 GB 사용 가능 공간
 추가 사항: INTERNET CONNECTION REQUIRED FOR ONLINE GAMING AND GAME ACTIVATION",https://store.steampowered.com/app/355790/Styx_Shards_of_Darkness/,"매우 긍정적 (평가 3,285 개)"
372,Farm Together,"Farm Together에서 즐기는 궁극의 농경 생활!!Avatar Farm의 신작 Farm Together에서 최고의 농장을 만드세요!!작은 밭을 경작하는 것부터 시작해서 지평선 끝까지 펼쳐지는 농장을 만드는 거예요!농장을 키우세요!농작물을 재배하고 나무를 심고 가축을 돌보는 등의 다양한 경험을 할 수 있어요! 당신에게 필요한 건 시간과 노동력뿐! 경험치를 모아 레벨을 높이면 새로운 노동 아이템을 살 수 있어요!시간이 부족하다고요? 그런 분들에겐 좋은 상품이 있어요!트랙터를 사용하면 농사의 효율이 업! 하지만 기름이 비싸니 조심히 사용하세요!여유롭게 게임을 즐기세요!한가롭고 편안하고 느긋하게 플레이하세요. 플레이하지 않는 동안에도 농장의 시간은 흐르고 있죠. 농장을 방문할 때마다 변화된 모습을 볼 수 있어요.농장을 혼자서 꾸미는 것도 좋고, 친구와 함께 농경생활을 하는것도 좋고, 공개방을 만들어서 여러 사람과 큰 농장을 만들어내는 것도 좋아요! 유저 관리는 간단한 권한 설정으로 플레이어의 행동을 제한하여 농장이 황폐화될 걱정 없이 안심하고 농경 생활을 유지할 수 있답니다.입맛에 맞게 바꾸세요!울타리와 도로, 건축물 장식 등 농장을 꾸밀 수 있는 다양한 상품이 있답니다. 나만의 농장을 꾸며서 다른 플레이어에게 자랑해 보세요! 그 유저를 초대하는 것도 좋겠네요!애완동물을 언제 어디서든 만나세요!여러분의 충실한 친구는 언제 어디든 따라간답니다! 귀여운 동물 친구를 원하는 대로 꾸며서 데리고 다니세요!좀 더 아늑한 농경 생활을 원하시나요? 집을 지을 때가 왔군요.농경 생활을 하느라 지치고 피곤하시죠? 지금 바로 집을 지어 보세요! 나만의 휴식처가 주는 안락함을 느낄 수 있을 거예요! 집을 인테리어해서 아름답게 꾸미고 보다 더 아늑한 생활을 유지하세요!","캐주얼,인디,시뮬레이션","농업,멀티플레이어,릴랙싱,온라인협동,건설,농장시뮬레이션,협동,귀여운,샌드박스,싱글플레이어,캐릭터커스터마이즈,3인칭,만화같은,리플레이가치,컨트롤러,개척시뮬레이션,여주인공,말","운영체제: Windows Vista or newer
 프로세서: Dual Core processor
 메모리: 2 GB RAM
 그래픽: DirectX 10 capable hardware
 DirectX: 버전 11","운영체제: Windows 7 or newer
 프로세서: Quad core processor
 메모리: 6 GB RAM
 그래픽: GeForce 960 or better
 DirectX: 버전 11
 네트워크: 초고속 인터넷 연결
 추가 사항: 64bit OS recommended",https://store.steampowered.com/app/673950/Farm_Together/,"매우 긍정적 (평가 15,906 개)"
373,shapez,"Shapez는 다양한 기하학적 도형을 만드는 공장을 건설하는 편안한 게임입니다. 레벨이 올라갈수록 더욱 복잡한 도형을만들어야 하고 그만큼 무한히 커지는 지도 안에 당신의 공장을 세워야 합니다.심지어 그것만으로는 충분하지 않을 겁니다. 수요는 기하급수적으로 늘어나게 될 것이고, 더욱 복잡한 도형을 더욱 많이 생산하여야 하므로, 유일하게 도움이 되는 것은 끊임없이 확장을 하는 것입니다! 처음에는 단순한 도형만을 만들지만, 나중에는 색소를 추출하고 혼합하여 도형에 색칠을 해야 합니다!Steam에서 게임을 구매하여 정식 버전의 콘텐츠를 사용하실 수 있지만, 먼저 Shapez.io의 체험판 버전을 플레이해보시고 구매를 고려하셔도 됩니다!shapez에 대한 의견들This game is great - I'm having a wonderful time playing, and time has flown by.- Northernlion, YouTuberI really should sleep, but I think I just figured out how to make a computer in shapez- Notch, Creator of MinecraftThis game has stolen my life and I don't want it back. Very chill factory game that won't let me stop making my lines more efficient.- Steam User","캐주얼,인디,시뮬레이션,전략","자동화,기지건설,자원관리,샌드박스,크래프팅,싱글플레이어,경영,오픈월드,건설,2D,모드가능,퍼즐,추상적,아이들러,논리,전체이용가","운영체제: Windows 10 64bit
 프로세서: 2 Ghz or faster
 메모리: 2048 MB RAM
 그래픽: Any
 저장공간: 300 MB 사용 가능 공간","운영체제: Windows 10 64bit
 메모리: 4096 MB RAM
 그래픽: Dedicated Graphics Card",https://store.steampowered.com/app/1318690/shapez/,"압도적으로 긍정적 (평가 8,994 개)"
